FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,terrain,geometry
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_29f7,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN,Pépinière Dugan,Hanygba /Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2007,Prive - individuel,POINT (0.6196142509115297 6.901267576799923)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_29f8,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,DZREKPO  BAS,Pepiniere de Amegnaglo,97641330,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2017,autre,POINT (1.5741866666666666 6.468064999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_29f9,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Dzrekpo Djoulassame,Pepiniere de Togble Komlavi,96031484,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2000,Prive - individuel,POINT (1.5742399999999999 6.4783800000000005)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_29fa,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,DZREKPO DOULASSAME,Pepiniere de Doulassame 2,96674625,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2005,autre,POINT (1.57307 6.477391666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_29fb,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Dzrekpo Djoulassame,Pépinière de Agbonon Adjevi,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",1980,Prive - individuel,POINT (1.5731683333333333 6.47636)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_29fc,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,DZREKPO DOULASSAME,Pepiniere de Djoulassame 3,96501840,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2015,autre,POINT (1.5749866666666668 6.475616666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_29fd,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,DZREKPO DOULASSAME,Pepiniere de Djoulassame 5,98379615,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",Nsp,autre,POINT (1.5761633333333331 6.47821)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_29fe,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,DZREKPO BAS,Pepiniere de Anagonou,97815238,"{Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche,Lundi}",2017,autre,POINT (1.5737900000000002 6.471815)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_29ff,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,DOULASSAME,Pepiniere  Emoe,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,Prive - individuel,POINT (1.5738816666666664 6.477214999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a00,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Doulassa,Pepiniere Kpogan ,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,Prive - individuel,POINT (1.5737083333333337 6.4779800000000005)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a01,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,BALIME,Pepiniere Segnigan ,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mardi,Lundi,Mercredi}",Nsp,autre,POINT (1.5737869934664428 6.472078546841004)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a02,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN ,Dugan ,97 32 39 92,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.6178349999999999 6.904450000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a03,Plateaux,Kloto,Kloto 1,Agome-Kpalime,AGOEKONDJI,Pépinière Agoekondji ,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2020,Prive - individuel,POINT (0.6395166666666667 6.899636666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a04,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN,Pépinière de Dougan,Dougan/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2005,Prive - individuel,POINT (0.6197766666666666 6.8995049999999996)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a05,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN,Pépinière de Dougan,Dougan/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2005,Prive - individuel,POINT (0.6198370433319449 6.899392269543988)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a06,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN,Gboma,Hanyigban/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2007,Prive - individuel,POINT (0.6194706468720361 6.899554943071368)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a07,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN,Oignon,Hanyigban/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2007,Prive - individuel,POINT (0.6193839159517484 6.899531481581532)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a08,Plateaux,Agou,Agou 1,Agou-Kébo,KEBO DZIGBE,Adopri 2,Kebo/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - individuel,POINT (0.7448650248852267 6.8689988757837455)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a09,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN,Pépinière de laitue Dugan ,Dugan/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2005,Prive - individuel,POINT (0.6177081484777579 6.904851540885272)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a0a,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN,Pépinière de Gboma Dugan,Dugan/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2021,Prive - individuel,POINT (0.6174281813020516 6.904373057931008)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a0b,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN,Pépinière de Ademe Dugan,Dugan/Kpalimé,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Lundi,Mardi}",2019,Prive - individuel,POINT (0.6148824916976081 6.905545019372874)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a0c,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN,Dugan,Hanyigba/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,Prive - individuel,POINT (0.6177870650152957 6.904976473239604)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a0d,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN,Dugan,Hanyigba/Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,Prive - individuel,POINT (0.617546407131462 6.904458403844444)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a0e,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN ,Dugan ,Hanyigba /Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,Prive - individuel,POINT (0.6177816666666666 6.905033333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a0f,Plateaux,Kloto,Kloto 1,Agome-Kpalime,DUGAN ,Dugan ,Hanyigba /Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Prive - individuel,POINT (0.6148633333333334 6.905715)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a10,Maritime,Avé,Avé 2,Badja,GATIGBLE,Pepiniere APAF de Gatigble,Néant ,"{Lundi,Mercredi,Vendredi}",2020,autre,POINT (1.0819916666666667 6.422508333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a11,Centrale,Blitta,Blitta 1,Waragni,Adjidge,Adjidge,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2022,Domaine public de l Etat ou des collectivites territoriales,POINT (0.9790150000000001 8.242061666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a12,Plateaux,Amou,Amou 3,Okpahoé,Okpahoue,Pépinière Ameto,Okpahoue,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2022,Prive - individuel,POINT (1.01845 7.608828333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a13,Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,Gbleta mawoussi,Attignon,Le Von des Sœur Laïque Saint Paul,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,autre,POINT (1.62316 6.490264999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a14,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,DOUDOU KOPE,Pepiniere Doudou et Fils,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1990,Prive - individuel,POINT (1.665786666666667 6.42882)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a15,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,ATTITOGON ,Pepiniere Vie Pépie Togo,Néant,"{Mardi,jeudi,Samedi,Dimanche}",2017,Prive - individuel,POINT (1.6607350000000003 6.422836666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a16,Maritime,Bas-Mono,Bas-Mono 2,Hompou,TOULASSI CONDJI,Togo Végétation ,Toulassi  Condji,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Dimanche,Vendredi}",2010,Prive - individuel,POINT (1.6684299999999999 6.405133333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a17,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,AGOMÉ-GLOZOU ,Graine de Vie,Agomé-glozou ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,Prive - individuel,POINT (1.6584083333333335 6.560788333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a18,Maritime,Vo,Vo 3,Dzrékpo,MOME HAGOU,etablissement Viglo Flavio,92546299,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2008,Prive - individuel,POINT (1.5607466666666667 6.489965000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a19,Maritime,Vo,Vo 3,Dzrékpo,Yohonou,Pepiniere Centre Artisanal Shalom Assistance,97393932,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2013,Prive - entreprise,POINT (1.568935 6.461476666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a1a,Maritime,Vo,Vo 3,Dzrékpo,Klologo gagnon,Pepiniere Groupement Noukouhabobo,96964500,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1985,Prive - individuel,POINT (1.57797 6.4347900000000005)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a1b,Maritime,Golfe,Golfe 1,Bè-Est,KANGNI COPÉ ,Pépinière de Gbikpi,Kangni Copé ,"{Vendredi,Mercredi,Mardi,Lundi,jeudi,Samedi,Dimanche}",1997,Prive - individuel,POINT (1.2954866666666667 6.184375)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a1c,Maritime,Golfe,Golfe 1,Bè-Est,KANGNI  COPÉ,Pépinière ,Kangni Copé ,"{Lundi,Mardi,jeudi,Vendredi,Mercredi,Dimanche,Samedi}",2005,Prive - individuel,POINT (1.2973233333333334 6.183854999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a1d,Maritime,Golfe,Golfe 4,Amoutivé,ÉTAIT CIVILE DE LOMÉ,Jardin d'Afrique,État Civile de Lomé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",Nsp,Ne sait pas,POINT (1.2147116666666666 6.130679999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a1e,Maritime,Golfe,Golfe 4,Amoutivé,CEB,Pépinière Beau Jardin,Ceb,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",1976,Prive - individuel,POINT (1.21155 6.124979999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a1f,Maritime,Golfe,Golfe 4,Amoutivé,NYEKONAKPOÈ,Aimé Flore,Nyekonakpoè Utb Circulaire,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2021,Ne sait pas,POINT (1.2109189922108716 6.125693220615793)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a20,Maritime,Golfe,Golfe 5,Aflao-Gakli,ATTIKOUMÉ,Le Doigt Vert,Attikoumé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2011,Ne sait pas,POINT (1.1988133333333333 6.169349999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a21,Maritime,Golfe,Golfe 6,Baguida,AVEPOZO,Pépinière Folly-adjon,Avépozo,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1999,autre,POINT (1.3397933333333334 6.171773333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a22,Plateaux,Amou,Amou 3,Okpahoé,Ougba Ali,Plantation Koumegna,Ougbo Ali,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2022,Prive - individuel,POINT (1.0026484766216657 7.616933215315041)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a23,Maritime,Golfe,Golfe 6,Baguida,AVEPOZO,Pépinière Tevi,Avépozo,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2001,autre,POINT (1.3397333333333332 6.173123333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a24,Maritime,Golfe,Golfe 6,Baguida,AVEPOZO,Pépinière Nkpeavo,Avépozo,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2009,Prive - individuel,POINT (1.3403683333333334 6.172681666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a25,Plateaux,Agou,Agou 1,Agou-Iboé,AGOHOE,Pépinière Agohoe,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mardi,Lundi}",2021,Prive - Collectivite coutumiere,POINT (0.7901366666666667 6.876053333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a26,Maritime,Golfe,Golfe 6,Baguida,AVEPOZO,Pépinière Koulefionou,Avépozo,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1993,Domaine public de l Etat ou des collectivites territoriales,POINT (1.3532083333333333 6.170851666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a27,Maritime,Golfe,Golfe 6,Baguida,BAGUIDA,Pépinière lawson-hellu,Baguida,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1992,autre,POINT (1.32578 6.17211)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a28,Maritime,Golfe,Golfe 6,Baguida,BAGUIDA,Pépinière lantsou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1984,Domaine public de l Etat ou des collectivites territoriales,POINT (1.3009950000000001 6.155988333333332)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a29,Maritime,Golfe,Golfe 6,Baguida,BAGUIDA,Pépinière Aholou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2011,Domaine public de l Etat ou des collectivites territoriales,POINT (1.3014316666666665 6.156183333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a2a,Maritime,Golfe,Golfe 6,Baguida,EVEPOZO,Pépiniere Adedje,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche,Samedi}",2015,Domaine public de l Etat ou des collectivites territoriales,POINT (1.3531883333333332 6.170916666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a2b,Maritime,Golfe,Golfe 6,Baguida,AVEPOZO,Pépiniere Bossou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,Domaine public de l Etat ou des collectivites territoriales,POINT (1.35385 6.170231666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a2c,Maritime,Golfe,Golfe 6,Baguida,BAGUIDA,Pépiniere Attiogbe,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1996,Domaine public de l Etat ou des collectivites territoriales,POINT (1.3176966666666667 6.1671483333333335)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a2d,Maritime,Golfe,Golfe 6,Baguida,BAGUIDA,Pépiniere Djokponou,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,jeudi,Samedi,Dimanche}",2013,Domaine public de l Etat ou des collectivites territoriales,POINT (1.3026816666666665 6.155078333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a2e,Maritime,Golfe,Golfe 6,Baguida,AGODEKE ,Pépiniere Agro-magnificate,Nsp,"{Mardi,Mercredi,Lundi,jeudi,Vendredi,Samedi,Dimanche}",2015,Prive - Collectivite coutumiere,POINT (1.3630466666666665 6.182386666666668)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a2f,Maritime,Golfe,Golfe 6,Baguida,KPOGAN,Pépiniere Attiogbe,Nsp,"{Lundi,Mercredi,Mardi,jeudi,Vendredi,Samedi,Dimanche}",2013,Prive - Collectivite coutumiere,POINT (1.3790418851939825 6.184895257081366)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a30,Maritime,Golfe,Golfe 6,Baguida,KPOGAN,Pépiniere Folly,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2017,Prive - Collectivite coutumiere,POINT (1.3729683333333333 6.183300000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a31,Maritime,Golfe,Golfe 6,Baguida,KPOGAN,Pépiniere degbe,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,Prive - individuel,POINT (1.3788499721825542 6.177362180167422)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a32,Maritime,Vo,Vo 1,Vogan,KOPO,Pepinieriste Privee de Kopo,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1998,Domaine public de l Etat ou des collectivites territoriales,POINT (1.53213 6.325103333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a33,Maritime,Vo,Vo 1,Vogan,NOVISSI,Pepiniere Gbenodjou,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Dimanche,Vendredi}",2008,Prive - individuel,POINT (1.528465 6.341413333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a34,Maritime,Vo,Vo 1,Vogan,Novissi,Pépinière Gnonouglo,90292307,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2006,Foncier National - terre de l Etat Non allouee,POINT (1.530365 6.342033333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a35,Maritime,Vo,Vo 1,Vogan,NOVISSIKOME ,Pepiniere Agouessi,Neant ,"{Vendredi,jeudi,Mercredi,Mardi,Lundi}",2019,autre,POINT (1.5256033333333334 6.345173333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a36,Maritime,Vo,Vo 1,Vogan,MAWOULOLO,Pepiniere Mawougnigan,Nsp ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2008,autre,POINT (1.52219776629412 6.3467930443414495)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a37,Maritime,Vo,Vo 1,Vogan,NOVISSIKOME ,Pepiniere la Grace,Neant ,"{Vendredi,jeudi,Mercredi,Mardi,Lundi}",2019,Prive - individuel,POINT (1.5252333333333334 6.347968333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a38,Maritime,Vo,Vo 1,Vogan,BAME,Pepiniere Kassine,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2005,autre,POINT (1.5160850000000001 6.333700000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a39,Maritime,Vo,Vo 1,Vogan, TETEKONDJI ,Pepinieriste Pavi,Néant ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,autre,POINT (1.5422049999999998 6.303616666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a3a,Maritime,Vo,Vo 1,Vogan,TETEKONDJI ,Pepiniere Novissi,Néant ,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",Nsp,autre,POINT (1.545126666666667 6.301263333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a3b,Maritime,Vo,Vo 1,Vogan,AFIDEGNIGBAN ,Pepinieriste Foli,Néant ,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2007,Prive - individuel,POINT (1.569373333333333 6.3071383333333335)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a3c,Maritime,Vo,Vo 1,Vogan,KETA SOPKOE,Main de Dieu,Nsp ,"{Dimanche,Samedi,jeudi,Mercredi,Mardi,Lundi,Vendredi}",2010,autre,POINT (1.5490066666666669 6.295841666666666)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a3d,Maritime,Vo,Vo 1,Vo-Koutimé,ADJODOGOU,Pepineriste Venavino,Néant ,"{Lundi,Mercredi,Mardi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,autre,POINT (1.5737900000000002 6.32533)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a3e,Maritime,Vo,Vo 1,Vo-Koutimé,ADJODOGOU ,Pepineriste Amouzouvi,Neant ,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Lundi}",Nsp,autre,POINT (1.574345 6.321353333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a3f,Maritime,Vo,Vo 1,Vo-Koutimé, KOUTIME CENTRE,Pepiniere Ablame,Néant ,"{Dimanche,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2000,autre,POINT (1.5713883333333332 6.364808333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a40,Maritime,Vo,Vo 1,Vo-Koutimé,KOUTIME CENTRE ,Pepiniere Sewavi,Néant ,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2004,autre,POINT (1.5718549999999998 6.3653466666666665)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a41,Maritime,Vo,Vo 1,Vo-Koutimé,KOUTIME CENTRE ,Pepinieriste  Tevi,Nsp ,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",Nsp,autre,POINT (1.5708266666666666 6.364248333333334)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a42,Maritime,Vo,Vo 1,Vo-Koutimé,KOUTIME CENTRE,Pepinieriste Tassi,Néant ,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,autre,POINT (1.571205 6.363720000000001)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a43,Maritime,Vo,Vo 1,Vo-Koutimé,KOUTIME CENTRE ,Pepinieriste Ayikoue ,Néant ,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2012,autre,POINT (1.569011666666667 6.360879999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a44,Maritime,Vo,Vo 1,Vo-Koutimé,KOUTIME CENTRE ,Pepinieriste Gatri,Néant ,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",Nsp,Prive - individuel,POINT (1.5691216666666667 6.359988333333333)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a45,Maritime,Vo,Vo 1,Vo-Koutimé,KOUTIME CENTRE ,Pepinieriste Alatevi,Néant ,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Dimanche,Vendredi}",Nsp,autre,POINT (1.5712783333333333 6.361234999999999)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a46,Maritime,Vo,Vo 1,Vo-Koutimé,KOUTIME CENTRE ,Pepinieriste Avounato,Néant ,"{Lundi,Mardi,jeudi,Vendredi,Samedi,Dimanche,Mercredi}",2015,autre,POINT (1.5670749999999998 6.368491666666667)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a47,Maritime,Vo,Vo 1,Vo-Koutimé,TOGBEKOPE,Pepinieriste Kokou,Néant ,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",Nsp,Prive - individuel,POINT (1.5823600002715896 6.338144900529989)
_mview_pepinieresem_pepinieres_semence.fid-7b1c8a4a_193f31e3447_2a48,Maritime,Vo,Vo 3,Mome-Hounkpati,BADO,Pepiniere SN Bado,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,Prive - individuel,POINT (1.5264068788830571 6.5639164353322474)
